property_structure	5	floor_2_sq_ft	numeric
property_structure	6	year_built	integer
property_structure	7	inferred_building_sq_ft	numeric
property_zoning	1	property_id	bigint
property_zoning	2	zone_id	bigint
property_zoning	3	product_zone_id	bigint
property_zoning	4	is_unincorporated	boolean
score	1	id	bigint
score	2	property_id	bigint
score	3	estimated_score	numeric
score	5	algorithm_id	bigint
score	6	last_update	timestamp with time zone
spatial_ref_sys	1	srid	integer
spatial_ref_sys	2	auth_name	character varying
spatial_ref_sys	3	auth_srid	integer
spatial_ref_sys	4	srtext	character varying
spatial_ref_sys	5	proj4text	character varying
status_change_history	1	id	bigint
status_change_history	2	property_id	bigint
status_change_history	3	timestamp	timestamp with time zone
status_change_history	4	start_status_id	bigint
status_change_history	5	end_status_id	bigint
street	1	id	bigint
street	2	name	text
street	3	suffix	text
street	4	city_id	bigint
street	5	direction	text
street	6	post_direction	text
street	7	characteristic	text
street	8	max_speed	text
street	9	lanes	integer
street	10	has_osm_element	boolean
street_scout_fields	1	street_id	bigint
street_scout_fields	2	is_narrow_street	boolean
street_scout_fields	3	is_busy_street	boolean
street_scout_fields	4	is_unkempt_street	boolean
street_scout_fields	5	is_desirable_street	boolean
sub_file_parsing_state	1	id	bigint
sub_file_parsing_state	2	file_id	bigint
sub_file_parsing_state	3	parsed	boolean
sub_file_parsing_state	4	subfile_index	integer
sub_file_parsing_state	5	row_start	integer
sub_file_parsing_state	6	row_end	integer
supplemental_delivery	1	id	bigint
supplemental_delivery	2	project_id	bigint
supplemental_delivery	3	task_id	bigint
task	1	id	bigint
task	2	primavera_id	bigint
task	3	project_id	bigint
task	4	primavera_task_type_id	bigint
task	5	task_type_id	bigint
task	6	code	text
task	7	owner_id	bigint
task	8	name	text
task	9	description	text
task	10	alert_on_completion	boolean
task	11	alert_description	text
task	12	alert_recipient_list	text
task	13	is_flagged	boolean
task	14	start	date
task	16	is_complete	boolean
task	17	finish	date
task	18	is_overdue	boolean
task	19	link	text
task	20	note	text
task	21	jira_id	bigint
task	22	task_status_type_id	bigint
task_status_type	1	id	bigint
task_status_type	2	name	text
task_type	1	id	bigint
task_type	2	name	text
unit	1	id	bigint
unit	2	netsuite_id	bigint
unit	3	name	text
unit	4	abbreviation	text
vendor	1	id	bigint
vendor	2	netsuite_id	bigint
vendor	3	company_name	text
vendor	4	entity_name	text
vendor	5	legal_name	text
vendor	6	category	text
vendor	7	street_address	text
vendor	8	zip_code	text
vendor	9	city	text
vendor	10	state	text
vendor	11	primavera_id	bigint
vendor	12	country	text
water_meter_size	1	id	bigint
water_meter_size	2	name	text
zone	1	id	bigint
zone	2	name	text
zone	3	property_use_code	text
